date,value
"2017,5,4,13,27,31",34.48
"2017,5,4,13,28,1",34.48
"2017,5,4,13,28,31",34.48
"2017,5,4,13,29,1",34.48
"2017,5,4,13,29,31",34.48
"2017,5,4,13,30,1",34.48
"2017,5,4,13,30,31",34.48
"2017,5,4,13,31,1",34.48
"2017,5,4,13,31,31",34.48
"2017,5,4,13,32,1",34.47
"2017,5,4,13,32,31",34.47
"2017,5,4,13,33,1",34.47
"2017,5,4,13,33,31",34.47
"2017,5,4,13,34,2",34.47
"2017,5,4,13,36,1",34.47
"2017,5,4,13,36,31",34.47
"2017,5,4,13,37,1",34.47
"2017,5,4,13,37,31",34.47
"2017,5,4,13,38,1",34.47
"2017,5,4,13,39,1",34.47
"2017,5,4,13,39,31",34.47
"2017,5,4,13,40,1",34.47
"2017,5,4,13,40,31",34.47
"2017,5,4,13,38,31",34.47
"2017,5,4,13,41,31",34.47
"2017,5,4,13,42,1",34.47
"2017,5,4,13,42,31",34.47
"2017,5,4,13,43,1",34.47
"2017,5,4,13,43,31",34.53
"2017,5,4,13,44,1",34.53
"2017,5,4,13,44,31",34.53
"2017,5,4,13,45,1",34.53
"2017,5,4,13,45,31",34.53
"2017,5,4,13,46,1",34.53
"2017,5,4,13,46,31",34.51
"2017,5,4,13,47,1",34.51
"2017,5,4,13,47,31",34.51
"2017,5,4,13,48,1",34.51
"2017,5,4,13,48,31",34.51
"2017,5,4,13,49,1",34.51
"2017,5,4,13,49,31",34.51
"2017,5,4,13,50,1",34.51
"2017,5,4,13,50,31",34.51
"2017,5,4,13,51,1",34.51
"2017,5,4,13,51,31",34.51
"2017,5,4,13,52,1",34.51
"2017,5,4,13,52,31",34.51
"2017,5,4,13,53,1",34.51
"2017,5,4,13,53,31",34.51
"2017,5,4,13,54,1",34.51
"2017,5,4,13,54,31",34.51
"2017,5,4,13,55,1",34.51
"2017,5,4,13,55,31",34.51
"2017,5,4,13,56,1",34.51
"2017,5,4,13,56,31",34.5
"2017,5,4,13,57,2",34.5
"2017,5,4,13,57,32",34.5
"2017,5,4,13,58,1",34.5
"2017,5,4,13,58,31",34.5
"2017,5,4,13,59,1",34.5
"2017,5,4,13,59,31",34.5
"2017,5,4,14,0,1",34.5
"2017,5,4,14,0,31",34.5
"2017,5,4,14,1,1",34.5
"2017,5,4,14,1,31",34.5
"2017,5,4,14,2,1",34.5
"2017,5,4,14,2,31",34.5
"2017,5,4,14,3,1",34.5
"2017,5,4,14,3,31",34.5
"2017,5,4,14,4,1",34.5
"2017,5,4,14,4,31",34.5
"2017,5,4,14,5,1",34.5
"2017,5,4,14,5,31",34.5
"2017,5,4,14,6,1",34.5
"2017,5,4,14,6,31",34.52
"2017,5,4,14,7,1",34.52
"2017,5,4,14,7,31",34.52
"2017,5,4,14,8,1",34.52
"2017,5,4,14,8,31",34.52
"2017,5,4,14,9,1",34.52
"2017,5,4,14,9,31",34.52
"2017,5,4,14,10,1",34.52
"2017,5,4,14,10,31",34.52
"2017,5,4,14,11,2",34.52
"2017,5,4,14,11,32",34.52
"2017,5,4,14,12,1",34.52
"2017,5,4,14,12,31",34.52
"2017,5,4,14,13,1",34.52
"2017,5,4,14,13,31",34.52
"2017,5,4,14,14,1",34.52
"2017,5,4,14,14,31",34.52
"2017,5,4,14,15,1",34.52
"2017,5,4,14,15,31",34.52
"2017,5,4,14,16,2",34.52
"2017,5,4,14,16,32",34.52
"2017,5,4,14,17,1",34.52
"2017,5,4,14,17,31",34.52
"2017,5,4,14,18,1",34.52
"2017,5,4,14,18,31",34.52
"2017,5,4,14,19,1",34.52
"2017,5,4,14,19,31",34.52
"2017,5,4,14,20,1",34.52
"2017,5,4,14,20,31",34.52
"2017,5,4,14,21,1",34.52
"2017,5,4,14,21,31",34.52
"2017,5,4,14,22,1",34.52
"2017,5,4,14,22,31",34.52
"2017,5,4,14,23,1",34.52
"2017,5,4,14,23,31",34.52
"2017,5,4,14,24,1",34.52
"2017,5,4,14,24,31",34.52
"2017,5,4,14,25,1",34.52
"2017,5,4,14,27,1",34.55
"2017,5,4,14,27,31",34.55
"2017,5,4,14,28,1",34.55
"2017,5,4,14,28,31",34.55
"2017,5,4,14,29,1",34.55
"2017,5,4,14,29,31",34.55
"2017,5,4,14,30,2",34.55
"2017,5,4,14,30,32",34.55
"2017,5,4,14,31,1",34.55
"2017,5,4,14,31,31",34.55
"2017,5,4,14,32,1",34.55
"2017,5,4,14,32,31",34.55
"2017,5,4,14,33,1",34.55
"2017,5,4,14,33,31",34.55
"2017,5,4,14,34,1",34.55
"2017,5,4,14,34,31",34.55
"2017,5,4,14,35,1",34.55
"2017,5,4,14,35,31",34.55
"2017,5,4,14,36,1",34.55
"2017,5,4,14,36,31",34.58
"2017,5,4,14,37,1",34.58
"2017,5,4,14,37,31",34.58
"2017,5,4,14,38,1",34.58
"2017,5,4,14,38,31",34.58
"2017,5,4,14,39,1",34.58
"2017,5,4,14,39,31",34.58
"2017,5,4,14,40,2",34.58
"2017,5,4,14,40,32",34.58
"2017,5,4,14,41,1",34.58
"2017,5,4,14,41,31",34.58
"2017,5,4,14,42,1",34.58
"2017,5,4,14,42,31",34.58
"2017,5,4,14,43,1",34.58
"2017,5,4,14,43,31",34.58
"2017,5,4,14,44,2",34.58
"2017,5,4,14,44,32",34.58
"2017,5,4,14,45,1",34.58
"2017,5,4,14,45,31",34.58
"2017,5,4,14,46,1",34.58
"2017,5,4,14,46,31",34.6
"2017,5,4,14,47,1",34.6
"2017,5,4,14,47,31",34.6
"2017,5,4,14,48,1",34.6
"2017,5,4,14,48,31",34.6
"2017,5,4,14,49,1",34.6
"2017,5,4,14,49,31",34.6
"2017,5,4,14,50,1",34.6
"2017,5,4,14,50,31",34.6
"2017,5,4,14,51,1",34.6
"2017,5,4,14,51,31",34.6
"2017,5,4,14,52,1",34.6
"2017,5,4,14,52,31",34.6
"2017,5,4,14,53,1",34.6
"2017,5,4,14,53,31",34.6
"2017,5,4,14,54,1",34.6
"2017,5,4,14,54,31",34.6
"2017,5,4,14,55,2",34.6
"2017,5,4,14,55,32",34.6
"2017,5,4,14,56,1",34.6
"2017,5,4,14,56,31",34.6
"2017,5,4,14,57,1",34.59
"2017,5,4,14,57,31",34.59
"2017,5,4,14,58,1",34.59
"2017,5,4,14,58,31",34.59
"2017,5,4,14,59,1",34.59
"2017,5,4,14,59,31",34.59
"2017,5,4,15,0,1",34.59
"2017,5,4,15,0,31",34.59
"2017,5,4,15,1,1",34.59
"2017,5,4,15,1,31",34.59
"2017,5,4,15,2,1",34.59
"2017,5,4,15,2,31",34.59
"2017,5,4,15,3,1",34.59
"2017,5,4,15,3,31",34.59
"2017,5,4,15,4,1",34.59
"2017,5,4,15,4,31",34.59
"2017,5,4,15,5,1",34.59
"2017,5,4,15,5,31",34.59
"2017,5,4,15,6,1",34.56
"2017,5,4,15,6,31",34.56
"2017,5,4,15,7,1",34.56
"2017,5,4,15,7,31",34.56
"2017,5,4,15,8,1",34.56
"2017,5,4,15,8,31",34.56
"2017,5,4,15,9,1",34.56
"2017,5,4,15,9,31",34.56
"2017,5,4,15,10,1",34.56
"2017,5,4,15,10,31",34.56
"2017,5,4,15,11,1",34.56
"2017,5,4,15,11,31",34.56
"2017,5,4,15,12,1",34.56
"2017,5,4,15,12,31",34.56
"2017,5,4,15,13,1",34.56
"2017,5,4,15,13,31",34.56
"2017,5,4,15,14,1",34.56
"2017,5,4,15,14,31",34.56
"2017,5,4,15,15,1",34.56
"2017,5,4,15,15,31",34.56
"2017,5,4,15,16,1",34.56
"2017,5,4,15,16,31",34.56
"2017,5,4,15,17,1",34.56
"2017,5,4,15,21,1",34.56
"2017,5,4,15,21,31",34.56
"2017,5,4,15,24,1",34.56
"2017,5,4,15,26,31",34.56
"2017,5,4,15,27,1",34.56
"2017,5,4,15,28,1",34.57
"2017,5,4,15,28,31",34.57
"2017,5,4,15,29,1",34.57
"2017,5,4,15,29,31",34.57
"2017,5,4,15,30,1",34.57
"2017,5,4,15,30,31",34.57
"2017,5,4,15,31,1",34.57
"2017,5,4,15,31,31",34.57
"2017,5,4,15,32,2",34.57
"2017,5,4,15,32,32",34.57
"2017,5,4,15,33,2",34.57
"2017,5,4,15,33,32",34.57
"2017,5,4,15,34,1",34.57
"2017,5,4,15,34,31",34.57
"2017,5,4,15,35,1",34.57
"2017,5,4,15,35,31",34.57
"2017,5,4,15,36,2",34.57
"2017,5,4,15,36,32",34.54
"2017,5,4,15,37,1",34.54
"2017,5,4,15,37,31",34.54
"2017,5,4,15,38,1",34.54
"2017,5,4,15,38,31",34.54
"2017,5,4,15,39,1",34.54
"2017,5,4,15,39,31",34.54
"2017,5,4,15,40,2",34.54
"2017,5,4,15,40,32",34.54
"2017,5,4,15,41,2",34.54
"2017,5,4,15,42,1",34.54
"2017,5,4,15,42,31",34.54
"2017,5,4,15,43,1",34.54
"2017,5,4,15,43,31",34.54
"2017,5,4,15,44,1",34.54
"2017,5,4,15,44,31",34.54
"2017,5,4,15,45,1",34.54
"2017,5,4,15,45,31",34.54
"2017,5,4,15,46,1",34.54
"2017,5,4,15,46,31",34.59
"2017,5,4,15,47,1",34.59
"2017,5,4,15,47,31",34.59
"2017,5,4,15,48,1",34.59
"2017,5,4,15,48,31",34.59
"2017,5,4,15,49,2",34.59
"2017,5,4,15,49,32",34.59
"2017,5,4,15,50,2",34.59
"2017,5,4,15,50,32",34.59
"2017,5,4,15,51,1",34.59
"2017,5,4,15,51,31",34.59
"2017,5,4,15,52,1",34.59
"2017,5,4,15,52,31",34.59
"2017,5,4,15,53,1",34.59
"2017,5,4,15,53,31",34.59
"2017,5,4,15,54,1",34.59
"2017,5,4,15,54,31",34.59
"2017,5,4,15,55,1",34.59
"2017,5,4,15,55,31",34.59
"2017,5,4,15,56,1",34.59
"2017,5,4,15,56,31",34.62
"2017,5,4,15,57,1",34.62
"2017,5,4,15,57,31",34.62
"2017,5,4,15,58,2",34.62
"2017,5,4,15,58,32",34.62
"2017,5,4,15,59,1",34.62
"2017,5,4,15,59,31",34.62
"2017,5,4,16,0,1",34.62
"2017,5,4,16,0,31",34.62
"2017,5,4,16,1,1",34.62
"2017,5,4,16,1,31",34.62
"2017,5,4,16,2,1",34.62
"2017,5,4,16,2,31",34.62
"2017,5,4,16,3,1",34.62
"2017,5,4,16,3,31",34.62
"2017,5,4,16,4,1",34.62
"2017,5,4,16,4,31",34.62
"2017,5,4,16,5,1",34.62
"2017,5,4,16,5,31",34.62
"2017,5,4,16,6,1",34.62
"2017,5,4,16,6,31",34.65
"2017,5,4,16,7,1",34.65
"2017,5,4,16,8,2",34.65
"2017,5,4,16,8,32",34.65
"2017,5,4,16,9,1",34.65
"2017,5,4,16,9,31",34.65
"2017,5,4,16,10,1",34.65
"2017,5,4,16,10,31",34.65
"2017,5,4,16,11,1",34.65
"2017,5,4,16,11,31",34.65
"2017,5,4,16,12,1",34.65
"2017,5,4,16,12,31",34.65
"2017,5,4,16,13,2",34.65
"2017,5,4,16,13,32",34.65
"2017,5,4,16,14,1",34.65
"2017,5,4,16,14,31",34.65
"2017,5,4,16,15,2",34.65
"2017,5,4,16,15,32",34.65
"2017,5,4,16,16,1",34.65
"2017,5,4,16,16,31",34.68
"2017,5,4,16,17,1",34.68
"2017,5,4,16,17,31",34.68
"2017,5,4,16,18,1",34.68
"2017,5,4,16,18,31",34.68
"2017,5,4,16,19,1",34.68
"2017,5,4,16,19,31",34.68
"2017,5,4,16,20,1",34.68
"2017,5,4,16,20,31",34.68
"2017,5,4,16,21,1",34.68
"2017,5,4,16,21,31",34.68
"2017,5,4,16,22,1",34.68
"2017,5,4,16,22,31",34.68
"2017,5,4,16,23,1",34.68
"2017,5,4,16,23,31",34.68
"2017,5,4,16,24,1",34.68
"2017,5,4,16,24,31",34.68
"2017,5,4,16,25,1",34.68
"2017,5,4,16,25,31",34.68
"2017,5,4,16,26,1",34.68
"2017,5,4,16,26,31",34.68
"2017,5,4,16,27,1",34.68
"2017,5,4,16,27,31",34.68
"2017,5,4,16,28,1",34.68
"2017,5,4,16,28,31",34.68
"2017,5,4,16,29,1",34.68
"2017,5,4,16,29,31",34.68
"2017,5,4,16,30,1",34.68
"2017,5,4,16,30,31",34.68
